age_bracket,education_level,income_bracket,gender,geographic_region,urban_rural,industry_sector,job_type,ai_familiarity_score,ai_use_frequency,has_used_ai_on_job,sentiment_toward_ai,perceived_benefit,perceived_risk,adoption_intent,expected_job_impact,concerns,use_cases
55-64,Bachelor's,50-100k,male,South,suburban,Retail,Individual Contributor,7,rarely,TRUE,-0.598738118,3.452089285581427,5.575288100877394,4,positive,transparency,augmentation
45-54,Bachelor's,<25k,female,West,suburban,Retail,Clerical/Support,8,weekly,FALSE,1.6562559548832239,3.871534211197053,4.093089898209332,4,negative,bias,automation|customer_service
35-44,Bachelor's,25-50k,female,Midwest,rural,Manufacturing,Individual Contributor,5,never,FALSE,1.3245239199663967,3.2909225602928536,4.594813896345347,1,neutral,privacy|ethics,hiring
25-34,Bachelor's,25-50k,male,West,urban,Other,Manager,1,never,FALSE,-1.287957769,4.487730723020828,3.4758101871681477,2,positive,accuracy,augmentation
18-24,Some college / Associate,<25k,male,West,rural,Services,Individual Contributor,4,never,FALSE,1.9685807225097172,4.7784945222971515,4.7684988966558635,3,positive,accuracy,hiring
18-24,Doctorate/Prof,25-50k,male,South,urban,Other,Skilled Trade,7,never,FALSE,1.1409576271174524,4.059820815173294,1.7617434900152427,4,positive,accuracy|transparency,analytics
18-24,Some college / Associate,25-50k,male,South,urban,Services,Individual Contributor,4,never,FALSE,2.372883231916963,2.854933514788751,2.4700747631208637,2,positive,job_loss,customer_service
35-44,High School or less,200k+,female,Northeast,suburban,Services,Manager,8,rarely,FALSE,2.334130697035419,4.474448305634884,3.056272806807247,4,negative,bias,analytics
35-44,Bachelor's,50-100k,female,South,suburban,Other,Individual Contributor,9,rarely,FALSE,2.3732710082369053,4.429928152857332,1,6,neutral,accuracy,analytics
55-64,Bachelor's,50-100k,female,Midwest,suburban,Retail,Individual Contributor,8,never,FALSE,2.141547286834699,2.675323450963679,3.815472313,4,positive,accuracy|regulation,analytics
25-34,Some college / Associate,100-200k,male,West,suburban,Education,Individual Contributor,1,never,FALSE,0.8093118504830852,3.6121763781992993,3.057769592,2,positive,bias,automation|analytics
35-44,Bachelor's,100-200k,male,West,urban,Finance,Manager,5,never,FALSE,1.446439180957427,3.668401231574794,3.6015256315547832,4,neutral,ethics,analytics
18-24,Some college / Associate,<25k,female,West,urban,Services,Executive,6,daily,FALSE,0.028643442,3.7794884321014983,2.680631579568268,3,neutral,job_loss|bias,analytics
55-64,Some college / Associate,50-100k,female,Midwest,suburban,Retail,Individual Contributor,2,never,FALSE,-1.196905734,1.6721861443981947,2.9673141783769394,1,positive,regulation,automation
25-34,High School or less,50-100k,male,West,suburban,Technology,Skilled Trade,6,never,TRUE,2.154236039974359,3.2474589304653594,3.7689712703903195,2,positive,safety,augmentation
25-34,High School or less,100-200k,male,South,suburban,Other,Individual Contributor,5,never,TRUE,0.13401489964697488,2.6646764941704677,4.599982516865055,5,negative,job_loss|transparency,customer_service
18-24,Bachelor's,50-100k,female,Midwest,suburban,Services,Manager,2,never,TRUE,0.3461615263364135,1.6153829731725806,4.961121809513034,3,negative,job_loss,automation
45-54,High School or less,200k+,female,Midwest,urban,Services,Executive,9,never,FALSE,0.9352413405919121,4.218250126687948,4.444121783443682,1,positive,privacy,analytics
45-54,Bachelor's,25-50k,nonbinary,West,urban,Education,Manager,5,never,FALSE,2.6570759913353905,1.9259970613845654,5.048300986680965,2,negative,privacy,automation
18-24,Doctorate/Prof,50-100k,female,South,rural,Other,Individual Contributor,7,rarely,FALSE,2.5794261383977863,3.3328271486517824,4.264249669450502,4,neutral,ethics,customer_service|analytics
45-54,Some college / Associate,200k+,female,West,suburban,Technology,Individual Contributor,3,never,TRUE,0.7399006439391238,1.3163685908766527,3.161779839267573,3,positive,job_loss,analytics|agents
35-44,Master's,25-50k,female,South,urban,Services,Individual Contributor,6,never,FALSE,2.377510217621757,2.5683837078217593,5.306922344303885,3,negative,bias,augmentation
55-64,Bachelor's,200k+,male,Northeast,suburban,Finance,Executive,3,never,FALSE,-0.721636017,1.0918250875483513,4.389820123239803,2,neutral,job_loss,augmentation
18-24,Bachelor's,50-100k,male,West,urban,Services,Individual Contributor,7,daily,FALSE,0.094965255,2.104920826,4.981260181808413,4,neutral,job_loss,augmentation
25-34,Master's,<25k,female,South,rural,Healthcare,Clerical/Support,7,rarely,FALSE,-2.362797587,2.3941233301223477,4.157926255333936,3,neutral,regulation,augmentation
25-34,Bachelor's,25-50k,female,West,rural,Services,Individual Contributor,5,never,FALSE,-1.395984056,3.4458650148557823,4.474005796779795,3,positive,bias,analytics
55-64,Some college / Associate,<25k,male,Northeast,urban,Finance,Individual Contributor,7,rarely,FALSE,0.6343280801879532,5.480221472911464,4.330309114792282,4,neutral,transparency,augmentation
18-24,High School or less,50-100k,male,South,rural,Finance,Clerical/Support,4,never,FALSE,1.1164034882697742,2.726839180238932,3.023659647127004,3,positive,privacy,analytics
45-54,Bachelor's,25-50k,female,South,urban,Finance,Individual Contributor,4,never,TRUE,-0.933110038,4.303057085184223,3.669669185067783,4,neutral,bias,analytics
45-54,High School or less,50-100k,female,South,urban,Finance,Individual Contributor,6,rarely,FALSE,0.7397442055976806,2.621138020235697,3.4603138074775854,3,neutral,bias|accuracy,automation|augmentation|analytics
25-34,Some college / Associate,25-50k,male,South,urban,Education,Individual Contributor,4,never,FALSE,1.6918493529985732,2.2308203419841317,4.268920875749373,3,neutral,job_loss,automation|augmentation
25-34,Some college / Associate,50-100k,male,South,urban,Services,Individual Contributor,6,never,FALSE,2.5814380815403184,3.1696618794389444,3.1714288785206755,2,neutral,job_loss,automation
18-24,High School or less,50-100k,male,West,rural,Technology,Individual Contributor,0,never,TRUE,1.6129971796315523,1.7050697075258434,5.656473337852145,1,negative,job_loss|privacy|transparency|regulation,analytics
65+,Master's,50-100k,male,Midwest,suburban,Finance,Individual Contributor,6,monthly,FALSE,2.841826468181641,2.0906679721994466,5.721557356062295,4,positive,accuracy|transparency,content_generation
18-24,Some college / Associate,100-200k,male,South,urban,Healthcare,Manager,6,rarely,TRUE,2.472522329969758,2.262606366816473,3.803490339619116,3,neutral,privacy|bias|transparency,automation|augmentation
45-54,Bachelor's,25-50k,female,South,urban,Technology,Manager,6,never,TRUE,0.5588145809823297,2.338946941423541,3.6674327757645546,6,negative,accuracy|transparency,augmentation|content_generation
25-34,Bachelor's,50-100k,male,South,urban,Government,Manager,6,never,TRUE,-0.408719837,3.372168660004766,4.101817369154451,3,neutral,bias,analytics
35-44,High School or less,<25k,male,South,urban,Healthcare,Clerical/Support,1,weekly,FALSE,1.3495798394323453,1.3982482617119265,4.797822120252184,2,neutral,privacy|accuracy|ethics,analytics
65+,Doctorate/Prof,<25k,female,Northeast,urban,Services,Individual Contributor,2,never,FALSE,0.23497998549375265,3.131116460984034,3.8924650956258504,2,neutral,privacy,analytics
18-24,Master's,50-100k,male,Northeast,urban,Other,Skilled Trade,4,never,FALSE,0.4061516497621589,2.563990357,4.731598438,5,neutral,transparency,automation
35-44,High School or less,25-50k,male,Midwest,urban,Healthcare,Individual Contributor,7,never,FALSE,0.3327419895872269,3.653494172712705,3.1508546687644086,3,negative,bias,augmentation
35-44,High School or less,25-50k,female,South,suburban,Technology,Individual Contributor,6,never,FALSE,0.6448463827381224,3.3597431402064957,5.008680931632493,3,neutral,job_loss|bias,agents
45-54,Master's,25-50k,male,Northeast,urban,Other,Individual Contributor,5,never,FALSE,1.8878811565847475,2.788138201831556,3.1675088752092684,4,negative,bias,automation|analytics
45-54,Bachelor's,200k+,male,South,urban,Healthcare,Individual Contributor,8,never,FALSE,4.897060192219753,5.225074888790833,4.920052644029643,3,neutral,transparency,automation
18-24,High School or less,100-200k,male,South,urban,Education,Individual Contributor,4,daily,FALSE,-2.302992924,4.652374473123692,4.505888360030162,2,positive,accuracy,customer_service
65+,High School or less,50-100k,female,Northeast,urban,Government,Individual Contributor,5,rarely,FALSE,-0.681246559,3.11189926,4.4021070021776945,3,neutral,transparency,automation|augmentation|analytics
65+,Master's,50-100k,male,West,suburban,Services,Executive,1,never,FALSE,0.016749229,1,4.275745629157286,4,neutral,transparency,augmentation
18-24,High School or less,50-100k,male,Northeast,urban,Finance,Skilled Trade,7,never,FALSE,0.8642296379151562,1,3.5649698828826684,6,negative,privacy|transparency,automation
25-34,High School or less,50-100k,female,South,suburban,Other,Clerical/Support,6,never,FALSE,0.26650755778586577,1,3.590076694595599,3,positive,transparency,customer_service
35-44,Bachelor's,50-100k,male,South,suburban,Retail,Manager,8,never,FALSE,3.247467908,3.1520510739172325,4.344757794415096,6,positive,privacy,automation
18-24,Bachelor's,<25k,male,West,suburban,Manufacturing,Individual Contributor,5,never,FALSE,1.3697191062111413,1.9569723513424535,4.1520951142996125,4,positive,accuracy,analytics
25-34,High School or less,25-50k,nonbinary,South,suburban,Other,Executive,8,never,FALSE,1.7170271109728756,3.4656483902389947,2.8566848779505363,5,positive,job_loss|bias,analytics
18-24,Some college / Associate,100-200k,female,Midwest,suburban,Other,Skilled Trade,5,weekly,FALSE,1.9537472951586279,1,3.925721106586313,4,neutral,bias,augmentation
45-54,Some college / Associate,100-200k,male,Midwest,urban,Finance,Skilled Trade,9,rarely,TRUE,2.1874289998876724,2.4016717140205395,2.587453156273213,4,positive,accuracy|safety|transparency,automation|analytics|content_generation
25-34,Doctorate/Prof,50-100k,male,West,suburban,Services,Individual Contributor,9,never,FALSE,1.2787658746451527,4.9427171228055355,4.171377146,5,neutral,bias,customer_service
25-34,Some college / Associate,100-200k,male,South,urban,Healthcare,Skilled Trade,2,never,FALSE,-0.168738081,1.920625846745855,5.134513296605116,2,neutral,bias,augmentation|customer_service|analytics
35-44,Some college / Associate,50-100k,female,Northeast,rural,Government,Clerical/Support,5,never,FALSE,2.0578311553804207,3.1665888657103256,5.349445747851172,5,positive,job_loss,analytics|agents
45-54,Some college / Associate,25-50k,female,South,rural,Technology,Manager,6,never,FALSE,1.6629514051814502,2.535111488,1.4936333115215414,3,positive,transparency,automation
25-34,Master's,25-50k,female,Northeast,urban,Services,Individual Contributor,4,rarely,FALSE,2.256537835,1.8901082923211918,4.4433127117100835,2,neutral,bias,automation|content_generation
25-34,Bachelor's,200k+,male,South,suburban,Finance,Individual Contributor,1,never,TRUE,-0.58032545,3.3648742665173046,3.897097265,1,positive,job_loss,content_generation
65+,Some college / Associate,50-100k,male,Northeast,urban,Manufacturing,Clerical/Support,4,never,FALSE,1.877761489494402,1.344085678873714,4.711999427119015,4,negative,regulation,analytics
25-34,Some college / Associate,25-50k,male,West,urban,Technology,Individual Contributor,3,never,FALSE,-0.466059682,2.2988236314723074,3.017854004653681,3,neutral,job_loss|transparency|regulation,analytics
55-64,Master's,50-100k,male,Midwest,suburban,Retail,Executive,7,never,FALSE,2.069685508817386,3.7146851177117597,3.1890740488387346,5,negative,safety,augmentation
55-64,Bachelor's,<25k,male,Northeast,rural,Technology,Individual Contributor,7,never,TRUE,1.7635721827524509,4.433443506070265,4.028896498,4,neutral,transparency,content_generation
55-64,Bachelor's,100-200k,male,South,suburban,Government,Skilled Trade,8,never,FALSE,0.8004803422121789,4.0475979967287214,5.521131240452613,4,positive,bias,content_generation
35-44,Bachelor's,50-100k,female,West,rural,Healthcare,Individual Contributor,6,never,FALSE,-1.490858789,3.7068561571808125,2.0724167271347285,5,positive,regulation,customer_service
45-54,High School or less,100-200k,male,West,rural,Finance,Executive,9,never,FALSE,1.6106807257386173,4.100011290629731,6.350525274708366,4,neutral,accuracy,analytics
35-44,Bachelor's,25-50k,male,South,urban,Technology,Executive,3,never,FALSE,-0.192682894,1.132981377891703,4.0675418293662196,3,positive,accuracy,analytics
65+,Some college / Associate,50-100k,male,South,urban,Finance,Individual Contributor,7,never,FALSE,2.0482607758221683,2.8269661917275166,2.638871704090305,2,neutral,accuracy|transparency,analytics
35-44,Some college / Associate,50-100k,male,West,urban,Other,Individual Contributor,5,never,FALSE,1.7893308898490319,1,6.143206079597301,3,negative,transparency,analytics
45-54,High School or less,100-200k,female,Northeast,suburban,Finance,Executive,7,never,TRUE,-0.219031321,2.095516688330939,3.677449245356052,5,negative,job_loss|safety,analytics
45-54,Some college / Associate,25-50k,male,South,rural,Services,Manager,5,monthly,FALSE,1.5259431817961664,1.7581564717178522,3.498570308,3,positive,job_loss,customer_service
35-44,High School or less,50-100k,male,South,urban,Services,Individual Contributor,8,never,FALSE,2.2127839166010324,2.5618549674557345,3.5596100720633457,4,positive,bias,hiring
25-34,Bachelor's,50-100k,male,South,suburban,Other,Manager,5,rarely,FALSE,-1.065196869,1.0593962092027829,4.014764311612739,3,positive,privacy|bias,agents
25-34,High School or less,25-50k,female,West,suburban,Retail,Manager,4,monthly,TRUE,-1.956940179,2.8207485158208185,4.614875546559349,4,neutral,accuracy,augmentation
25-34,Some college / Associate,50-100k,female,South,suburban,Services,Individual Contributor,3,never,FALSE,0.726635773,1.625183698759649,2.8454775304378708,2,neutral,privacy,agents
65+,High School or less,50-100k,female,South,suburban,Government,Skilled Trade,7,never,FALSE,0.054211408,2.815130621243254,4.799964984832106,3,negative,accuracy,content_generation
18-24,High School or less,25-50k,female,South,urban,Other,Individual Contributor,0,never,FALSE,-0.932633981,1,6.038278103948731,1,neutral,regulation,agents|content_generation
18-24,Bachelor's,100-200k,male,South,urban,Other,Skilled Trade,6,daily,FALSE,-1.7366843,4.283890625860673,3.8999790673168278,4,negative,transparency,analytics|content_generation
45-54,Master's,50-100k,male,Northeast,urban,Government,Manager,7,never,TRUE,2.046600728424444,5.919282648649922,4.47948388,5,negative,job_loss|accuracy,analytics
18-24,Bachelor's,100-200k,female,Northeast,urban,Manufacturing,Skilled Trade,5,weekly,FALSE,2.3992066544311457,3.1224679586493185,4.381065791584469,2,positive,privacy|accuracy|regulation,augmentation
25-34,High School or less,200k+,male,Northeast,urban,Education,Individual Contributor,4,daily,FALSE,1.8705366905324814,3.012466635491391,5.101430990571752,4,neutral,privacy,content_generation
25-34,Some college / Associate,50-100k,male,Northeast,suburban,Education,Manager,6,never,FALSE,1.2700483738092787,3.5367384135501596,5.367213511681369,4,positive,ethics,content_generation
35-44,Some college / Associate,25-50k,male,Midwest,rural,Retail,Clerical/Support,6,never,FALSE,2.155969267068171,2.076061400891432,6.046215235707653,3,neutral,bias|safety,augmentation
65+,Some college / Associate,100-200k,female,Midwest,suburban,Technology,Individual Contributor,3,never,FALSE,0.5048142161855416,1.638455013314958,5.176220503555577,1,positive,transparency,augmentation
65+,Bachelor's,25-50k,male,Northeast,urban,Technology,Manager,9,never,TRUE,0.5681723654920414,5.223477552881125,2.7138977722066935,4,positive,ethics,automation
